name,enrollment,rank,tuitionFee,link,image_urls,images,location
University of Delaware,17629,76,"In-state: $12,342 (2014-15) Out-state: $30,692 (2014-15)",/best-colleges/university-of-delaware-1431,http://colleges.usnews.rankingsandreviews.com/img/college-photo_3941._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_3941._130x0.jpg', 'path': 'full/9053bc258dfda377f3c2c6d4ec80066f65cd2473.jpg', 'checksum': '6f5c9cfec57d78fbbee7b5987a8955dc'}]","Newark, DE"
University of Massachusetts--Amherst,22134,76,"In-state: $13,258 (2014-15) Out-state: $28,813 (2014-15)",/best-colleges/umass-amherst-2221,http://colleges.usnews.rankingsandreviews.com/img/college-photo_2616._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_2616._130x0.jpg', 'path': 'full/9f98e6cd1f0f55666d87415947189f1d383439e0.jpg', 'checksum': '5fde1f3e343ff34fcb270d4bf1e39371'}]","Amherst, MA"
Michigan State University,37988,85,"In-state: $13,200 (2014-15) Out-state: $34,980 (2014-15)",/best-colleges/michigan-state-2290,http://colleges.usnews.rankingsandreviews.com/img/college-photo_15870._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_15870._130x0.jpg', 'path': 'full/7aa9066d5aedda02edfc689059c22fb147847a02.jpg', 'checksum': '676a494a7523e1cf5e8654e146ad0e0f'}]","East Lansing, MI"
University of California--Santa Cruz,15695,85,"In-state: $13,398 (2014-15) Out-state: $36,276 (2014-15)",/best-colleges/ucsc-1321,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4555._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4555._130x0.jpg', 'path': 'full/6d8f8677b0fbfbf7a2f4facd3a67ab181717c8e3.jpg', 'checksum': '9779d5b41ca6b5b662a5c3800a80c478'}]","Santa Cruz, CA"
University of Vermont,10912,85,"In-state: $16,226 (2014-15) Out-state: $37,874 (2014-15)",/best-colleges/university-of-vermont-3696,http://colleges.usnews.rankingsandreviews.com/img/college-photo_940._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_940._130x0.jpg', 'path': 'full/778a4cbdac8015da1d762a7f26a9f994dc1ebb53.jpg', 'checksum': 'd5fb8f1fee3ef109772ce9b5ce3f5ae2'}]","Burlington, VT"
University of Alabama,29440,88,"In-state: $9,826 (2014-15) Out-state: $24,950 (2014-15)",/best-colleges/university-of-alabama-1051,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Tuscaloosa, AL"
Binghamton University--SUNY,12997,88,"In-state: $8,619 (2014-15) Out-state: $20,259 (2014-15)",/best-colleges/suny-binghamton-2836,http://colleges.usnews.rankingsandreviews.com/img/college-photo_21379._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_21379._130x0.jpg', 'path': 'full/bb90c24e0f8900316ddb824da9e36b23e3502d64.jpg', 'checksum': 'b92e0c36f24f6d087abdc93ab2178469'}]","Binghamton, NY"
Colorado School of Mines,4293,88,"In-state: $16,918 (2014-15) Out-state: $33,598 (2014-15)",/best-colleges/colorado-school-of-mines-1348,http://colleges.usnews.rankingsandreviews.com/img/college-photo_13226._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_13226._130x0.jpg', 'path': 'full/27850fd13322bb0c8277a6ab7c5f726c00e37bde.jpg', 'checksum': 'f3711c6bbf21a88d2b6649e65b487384'}]","Golden, CO"
Stony Brook University--SUNY,15992,88,"In-state: $8,430 (2014-15) Out-state: $21,850 (2014-15)",/best-colleges/stony-brook--suny-2838,http://colleges.usnews.rankingsandreviews.com/img/college-photo_2256._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_2256._130x0.jpg', 'path': 'full/f4e9b9d0272a900f5f9c0155abebaf7d850d5935.jpg', 'checksum': '1e8b9743bcddf2e5e273c050d05ef7a5'}]","Stony Brook, NY"
University of Colorado--Boulder,25981,88,"In-state: $10,789 (2014-15) Out-state: $33,151 (2014-15)",/best-colleges/cu-boulder-1370,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1990._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1990._130x0.JPG', 'path': 'full/98cdfc81d0af9de55a6e11f75c5fea3f05c5fae5.jpg', 'checksum': '339a4e111a1e80f192d483abe89234af'}]","Boulder, CO"
University of Denver,5517,88,"$42,090 (2014-15)",/best-colleges/university-denver-1371,http://colleges.usnews.rankingsandreviews.com/img/college-photo_7142._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_7142._130x0.jpg', 'path': 'full/a5f9f8aa0b247460c6645d02291f695abb562827.jpg', 'checksum': '2368ddcece9ec25bb042af09babcb606'}]","Denver, CO"
University of Tulsa,3428,88,"$34,704 (2014-15)",/best-colleges/university-of-tulsa-3185,http://colleges.usnews.rankingsandreviews.com/img/college-photo_8871._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_8871._130x0.jpg', 'path': 'full/c287abe9322581723c3e138aeff7cf137c518e45.jpg', 'checksum': 'f07366c412458165fb2714730915b392'}]","Tulsa, OK"
Drexel University,14108,95,"$47,051 (2014-15)",/best-colleges/drexel-university-3256,http://colleges.usnews.rankingsandreviews.com/img/college-photo_12760._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_12760._130x0.jpg', 'path': 'full/651fae5e60da378f3ac4795392f948eefe0a3709.jpg', 'checksum': '3fb4c5e987a904eb227a6fe8ada95344'}]","Philadelphia, PA"
Florida State University,32528,95,"In-state: $6,507 (2014-15) Out-state: $21,673 (2014-15)",/best-colleges/fsu-1489,http://colleges.usnews.rankingsandreviews.com/img/college-photo_12279._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_12279._130x0.JPG', 'path': 'full/a70774128c22d96e4522e3eb3a2db3caa55ab9fa.jpg', 'checksum': '0169d276af44795b606522cd611e2e92'}]","Tallahassee, FL"
North Carolina State University--Raleigh,24536,95,"In-state: $8,296 (2014-15) Out-state: $23,551 (2014-15)",/best-colleges/north-carolina-state-raleigh-2972,http://colleges.usnews.rankingsandreviews.com/img/college-photo_11016._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_11016._130x0.jpg', 'path': 'full/b87301b16cadb6d2cbecdcf8e6bc1bc2d513ec72.jpg', 'checksum': 'b147f2150e7ccf663519a61a800d4bc0'}]","Raleigh, NC"
University of San Diego,5665,95,"$42,908 (2014-15)",/best-colleges/university-of-san-diego-10395,http://colleges.usnews.rankingsandreviews.com/img/college-photo_8416._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_8416._130x0.JPG', 'path': 'full/db88b776c961bf35100e95a71d666d29412648d6.jpg', 'checksum': '2468f9868fc44c7aac99634112698c04'}]","San Diego, CA"
University of New Hampshire,12531,99,"In-state: $16,552 (2014-15) Out-state: $29,532 (2014-15)",/best-colleges/university-of-new-hampshire-2589,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Durham, NH"
Saint Louis University,8687,99,"$37,966 (2014-15)",/best-colleges/st-louis-university-2506,http://colleges.usnews.rankingsandreviews.com/img/college-photo_2946._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_2946._130x0.jpg', 'path': 'full/1631e6f46f044bb336f75a92e238af78a59c4f3d.jpg', 'checksum': '78238b591840713fa9e373bb94bb2a67'}]","St. Louis, MO"
University of Missouri,26965,99,"In-state: $9,433 (2014-15) Out-state: $24,460 (2014-15)",/best-colleges/university-of-missouri-2516,http://colleges.usnews.rankingsandreviews.com/img/college-photo_7385._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_7385._130x0.jpg', 'path': 'full/7ceab3a13f7fb2b1a754aa9611d1f5ac14415205.jpg', 'checksum': '11743851fa2280d609027bf54bfa836d'}]","Columbia, MO"
University of Nebraska--Lincoln,19376,99,"In-state: $8,060 (2013-14) Out-state: $21,388 (2013-14)",/best-colleges/university-of-nebraska-2565,http://colleges.usnews.rankingsandreviews.com/img/college-photo_8697._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_8697._130x0.jpg', 'path': 'full/4036a8caf8ce312bb8e4f2c0f496b24b0f0db63c.jpg', 'checksum': '60f28545493376ad8f1eb434d0696375'}]","Lincoln, NE"
Auburn University,19799,103,"In-state: $10,200 (2014-15) Out-state: $27,384 (2014-15)",/best-colleges/auburn-university-1009,http://colleges.usnews.rankingsandreviews.com/img/college-photo_11860._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_11860._130x0.jpg', 'path': 'full/7a7e3b2134fa83d03bb31c3c511c60a79a61cc1f.jpg', 'checksum': '82203e37dd4457f144d191a720b4b60a'}]","Auburn, AL"
University at Buffalo--SUNY,19831,103,"In-state: $8,426 (2014-15) Out-state: $20,366 (2014-15)",/best-colleges/ub-9554,http://colleges.usnews.rankingsandreviews.com/img/college-photo_6979._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_6979._130x0.jpg', 'path': 'full/20155d36f1206ded0c54e1475adad780e8d3e3c2.jpg', 'checksum': 'b594e12a08b06d512d6e19d8f8abcafb'}]","Buffalo, NY"
University of Dayton,7975,103,"$37,230 (2014-15)",/best-colleges/university-of-dayton-3127,http://colleges.usnews.rankingsandreviews.com/img/college-photo_4235._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_4235._130x0.jpg', 'path': 'full/11a28146022303d0f2690c402caee20dce8adf63.jpg', 'checksum': '403ba670f3661712e5df1bc3a16818fd'}]","Dayton, OH"
Iowa State University,27659,106,"In-state: $7,731 (2014-15) Out-state: $20,617 (2014-15)",/best-colleges/iowa-state-university-1869,http://colleges.usnews.rankingsandreviews.com/img/college-photo_253._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_253._130x0.JPG', 'path': 'full/427e9338f58718aa8fc0223a0451d1657ee5040b.jpg', 'checksum': '467a2ddd759a48c55ff36264f3ab4bf7'}]","Ames, IA"
Loyola University Chicago,10168,106,"$37,412 (2014-15)",/best-colleges/loyola-chicago-1710,http://colleges.usnews.rankingsandreviews.com/img/college-photo_15852._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_15852._130x0.jpg', 'path': 'full/6830d3bb80dd5e35de28936fceeaa04cae87614e.jpg', 'checksum': '7fe9e3d7adf3e5ac9b1672dd6627aa3b'}]","Chicago, IL"
University of Kansas,19217,106,"In-state: $10,448 (2014-15) Out-state: $25,731 (2014-15)",/best-colleges/ku-1948,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1157._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1157._130x0.jpg', 'path': 'full/2ce475d023ef7b7d22fb948db3291d5fec40ce12.jpg', 'checksum': '960ec92d6eef61880059dec9ae03e991'}]","Lawrence, KS"
University of Oklahoma,21818,106,"In-state: $7,695 (2014-15) Out-state: $20,469 (2014-15)",/best-colleges/university-of-oklahoma-3184,http://colleges.usnews.rankingsandreviews.com/img/college-photo_15839._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_15839._130x0.jpg', 'path': 'full/e7f80052012eb6aab4c261aee9d3c41657e58b66.jpg', 'checksum': '68ef302ae8b5651b821110198bac2cf6'}]","Norman, OK"
University of Oregon,20797,106,"In-state: $9,918 (2014-15) Out-state: $30,888 (2014-15)",/best-colleges/university-of-oregon-3223,http://colleges.usnews.rankingsandreviews.com/img/college-photo_18177._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_18177._130x0.jpg', 'path': 'full/7f9c7226a658dbd48d6bc095dcb91cf27ae0a854.jpg', 'checksum': '84c15f121c3a9e939ba46af809efb20b'}]","Eugene, OR"
University of San Francisco,6392,106,"$41,450 (2014-15)",/best-colleges/university-san-francisco-1325,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1184._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1184._130x0.jpg', 'path': 'full/0f39d0d92bdee53318ddec76f28a430882447331.jpg', 'checksum': 'c0a4ebd63d21851696099c3237b0a869'}]","San Francisco, CA"
University of Tennessee,21182,106,"In-state: $11,246 (2014-15) Out-state: $29,696 (2014-15)",/best-colleges/university-of-tennessee-3530,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1968._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1968._130x0.JPG', 'path': 'full/2c4cdedd43f510ff3858a76f80dc8290592468fa.jpg', 'checksum': '015937c95062b68f7095d337a8859ae2'}]","Knoxville, TN"
University of St. Thomas,6350,113,"$34,442 (2014-15)",/best-colleges/university-of-st-thomas-minnesota-2345,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","St. Paul, MN"
University of California--Riverside,18621,113,"In-state: $13,408 (2014-15) Out-state: $36,286 (2014-15)",/best-colleges/ucr-1316,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1538._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1538._130x0.jpg', 'path': 'full/237fac7a711204cba64f6d5250082cce87725e0c.jpg', 'checksum': '015467b6a5f6034b3883858fe87db4cd'}]","Riverside, CA"
University of South Carolina,24180,113,"In-state: $11,158 (2014-15) Out-state: $29,440 (2014-15)",/best-colleges/university-of-south-carolina-3448,http://colleges.usnews.rankingsandreviews.com/img/college-photo_5962._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_5962._130x0.jpg', 'path': 'full/8c5b40ed70d5c2d8e17997ddcbd01b69130ccf9a.jpg', 'checksum': '9b0c5b6c6e4515fc005eef30c7fe0816'}]","Columbia, SC"
The Catholic University of America,3713,116,"$39,726 (2014-15)",/best-colleges/catholic-university-1437,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1833._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1833._130x0.JPG', 'path': 'full/0a3714e344076615969da6fc43a2dbf28dbe5b57.jpg', 'checksum': '06fbb4e623232708e8ab499144fd4da3'}]","Washington, DC"
Duquesne University,5970,116,"$32,636 (2014-15)",/best-colleges/duquesne-university-3258,http://colleges.usnews.rankingsandreviews.com/img/college-photo_18779._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_18779._130x0.jpg', 'path': 'full/4f308c81cb01f7c15f1b9ecb374a7345e1c49193.jpg', 'checksum': 'ee181cf3894f7f1f77264c46357213ae'}]","Pittsburgh, PA"
Illinois Institute of Technology,2926,116,"$41,335 (2014-15)",/best-colleges/iit-1691,http://colleges.usnews.rankingsandreviews.com/img/college-photo_20094._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_20094._130x0.jpg', 'path': 'full/0bc060ffadf11cd1ee5822a71768744869bae800.jpg', 'checksum': '4f945d7cacbe8f80ca3333c4f8ecae78'}]","Chicago, IL"
Michigan Technological University,5621,116,"In-state: $14,040 (2014-15) Out-state: $29,520 (2014-15)",/best-colleges/michigan-tech-2292,http://colleges.usnews.rankingsandreviews.com/img/college-photo_6020._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_6020._130x0.jpg', 'path': 'full/788378ad4101a53197ceca7de68d9b836a793b9e.jpg', 'checksum': '8df42911d4f3adc38bf2c6c58ed4b0c7'}]","Houghton, MI"
University of the Pacific,3877,116,"$41,342 (2014-15)",/best-colleges/university-of-the-pacific-1329,http://colleges.usnews.rankingsandreviews.com/img/college-photo_3876._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_3876._130x0.jpg', 'path': 'full/0e9ef9d9b31a2e6cd2b5f8661990ed3ce8c61c60.jpg', 'checksum': 'dbf4c29ecc09a1b67bd0637a29530119'}]","Stockton, CA"
Clarkson University,3110,121,"$42,530 (2014-15)",/best-colleges/clarkson-university-2699,http://colleges.usnews.rankingsandreviews.com/img/college-photo_23114._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_23114._130x0.jpg', 'path': 'full/55f0975e24079437d7da3b9bec8724baf6256eb5.jpg', 'checksum': 'e71d550b813dd2e8a3c08c97cdde1ed7'}]","Potsdam, NY"
Colorado State University,23798,121,"In-state: $9,897 (2014-15) Out-state: $26,077 (2014-15)",/best-colleges/colorado-state-university-1350,http://colleges.usnews.rankingsandreviews.com/img/college-photo_3628._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_3628._130x0.jpg', 'path': 'full/5489aadafec3f2df14c9615a91516b2420d7c793.jpg', 'checksum': 'b4d224bc3c00c4a8b946e2b009e69e3a'}]","Fort Collins, CO"
DePaul University,16420,121,"$35,071 (2014-15)",/best-colleges/depaul-university-1671,http://colleges.usnews.rankingsandreviews.com/img/college-photo_14885._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_14885._130x0.jpg', 'path': 'full/b9c55f0b8fec73ca4c248ec81c986e991311f13b.jpg', 'checksum': 'd39e46ed4199f85cd091aacc2bff22fc'}]","Chicago, IL"
Temple University,28068,121,"In-state: $14,770 (2014-15) Out-state: $25,450 (2014-15)",/best-colleges/temple-university-3371,http://colleges.usnews.rankingsandreviews.com/img/college-photo_21951._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_21951._130x0.jpg', 'path': 'full/a8f78b6c93d45805cd41886094952c3089e00a5f.jpg', 'checksum': '91772dccddd5cf467f3abb96091f1f03'}]","Philadelphia, PA"
University of Arizona,31670,121,"In-state: $10,581 (2014-15) Out-state: $28,379 (2014-15)",/best-colleges/university-of-arizona-1083,http://colleges.usnews.rankingsandreviews.com/img/college-photo_23427._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_23427._130x0.jpg', 'path': 'full/44aca18ac344fa67d9c4b90390549c3488e731cc.jpg', 'checksum': '01654e7652640906906cfabbfc4376d3'}]","Tucson, AZ"
"Rutgers, The State University of New Jersey--Newark",7217,126,"In-state: $13,297 (2014-15) Out-state: $28,075 (2014-15)",/best-colleges/rutgers-newark-2631,http://colleges.usnews.rankingsandreviews.com/img/college-photo_1686._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_1686._130x0.JPG', 'path': 'full/135594baa43127a3b82ef3033890682968236af9.jpg', 'checksum': '61b0ac0076753b8c18d00ffb2b42ddfb'}]","Newark, NJ"
Seton Hall University,5839,126,"$36,926 (2014-15)",/best-colleges/seton-hall-university-new-jersey-2632,http://colleges.usnews.rankingsandreviews.com/img/college-photo_20898._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_20898._130x0.jpg', 'path': 'full/e8cdc5d5fdf357c1806ba40ba0d938567d71476d.jpg', 'checksum': '94174a619808ec31d2242323073727d8'}]","South Orange, NJ"
University at Albany--SUNY,12822,126,"In-state: $8,527 (2014-15) Out-state: $20,167 (2014-15)",/best-colleges/suny-albany-2835,http://colleges.usnews.rankingsandreviews.com/img/college-photo_23213._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_23213._130x0.jpg', 'path': 'full/c27c0cc15e801c325de881b02deb8f62d0e1bf2b.jpg', 'checksum': '326a62b14b2c21a8498b4347851fa803'}]","Albany, NY"
Arizona State University--Tempe,38735,129,"In-state: $9,811 (2014-15) Out-state: $23,312 (2014-15)",/best-colleges/asu-1081,http://static.usnews.com/images/ah/education-school-image-default.png,"[{'url': 'http://static.usnews.com/images/ah/education-school-image-default.png', 'path': 'full/f14ee9e2f3817eeb49751889efbfb0b5643db72a.jpg', 'checksum': '683ccc0597a38a839942d8275b105350'}]","Tempe, AZ"
Louisiana State University--Baton Rouge,24923,129,"In-state: $8,750 (2014-15) Out-state: $26,467 (2014-15)",/best-colleges/lsu-baton-rouge-2010,http://colleges.usnews.rankingsandreviews.com/img/college-photo_5961._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_5961._130x0.jpg', 'path': 'full/61cbb42c182fecef7403070ffdf3d1368e6523bd.jpg', 'checksum': 'e5570480a8ab701e925d6340ee9de1d8'}]","Baton Rouge, LA"
Ohio University,23504,129,"In-state: $10,536 (2014-15) Out-state: $19,500 (2014-15)",/best-colleges/ohio-university-3100,http://colleges.usnews.rankingsandreviews.com/img/college-photo_17279._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_17279._130x0.jpg', 'path': 'full/798359861797ebead46aba8e3f963fed34270d39.jpg', 'checksum': '990d43fa792539d53f8f4eb3f26cfdf3'}]","Athens, OH"
University of Cincinnati,22231,129,"In-state: $11,000 (2014-15) Out-state: $26,334 (2014-15)",/best-colleges/university-of-cincinnati-3125,http://colleges.usnews.rankingsandreviews.com/img/college-photo_12113._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_12113._130x0.jpg', 'path': 'full/6155935a5b71dbebeacd5f743cc0fd791de09c31.jpg', 'checksum': '10470734ccf210f6963bbb14e692610a'}]","Cincinnati, OH"
University of Kentucky,21441,129,"In-state: $10,616 (2014-15) Out-state: $22,888 (2014-15)",/best-colleges/university-of-kentucky-1989,http://colleges.usnews.rankingsandreviews.com/img/college-photo_5495._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_5495._130x0.jpg', 'path': 'full/762bb250448c75a2c79fc903fa961292fc9cdfeb.jpg', 'checksum': 'b6d19f98dfa1ffa0ca8f2c3fa8743f2b'}]","Lexington, KY"
University of Utah,24492,129,"In-state: $7,935 (2014-15) Out-state: $25,267 (2014-15)",/best-colleges/university-of-utah-3675,http://colleges.usnews.rankingsandreviews.com/img/college-photo_20743._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_20743._130x0.jpg', 'path': 'full/4df935e97d3af67dfa3edfd86f531f6c644f4429.jpg', 'checksum': '984b126aad778121b787193fe33e3cc9'}]","Salt Lake City, UT"
Hofstra University,6826,135,"$38,900 (2014-15)",/best-colleges/hofstra-university-2732,http://colleges.usnews.rankingsandreviews.com/img/college-photo_23067._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_23067._130x0.jpg', 'path': 'full/8625db8d0ffe5a04ec1ef7be1f6b6346671bb3dd.jpg', 'checksum': '9e486cdfa437ef00e99f6d70d8dd2270'}]","Hempstead, NY"
New School,6874,135,"$41,836 (2014-15)",/best-colleges/new-school-20662,http://colleges.usnews.rankingsandreviews.com/img/college-photo_14321._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_14321._130x0.jpg', 'path': 'full/46ee1d28151b523ed70d43023c75138ca575e5fd.jpg', 'checksum': '05809e4156b6bfb7799ba6d9da493a38'}]","New York, NY"
University of Arkansas,21009,135,"In-state: $8,210 (2014-15) Out-state: $20,300 (2014-15)",/best-colleges/university-of-arkansas-1108,http://colleges.usnews.rankingsandreviews.com/img/college-photo_22755._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_22755._130x0.jpg', 'path': 'full/3eacd317aa87a63e7f7dfa542df7aea3b7f6ec70.jpg', 'checksum': '1a10ff38435ae1d0e4061023fda5b7bc'}]","Fayetteville, AR"
George Mason University,21990,138,"In-state: $10,382 (2014-15) Out-state: $29,960 (2014-15)",/best-colleges/gmu-3749,http://colleges.usnews.rankingsandreviews.com/img/college-photo_21983._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_21983._130x0.jpg', 'path': 'full/c280ce86258bb92db82729dd8582e368ec158822.jpg', 'checksum': '9cbe899d591b92096e9bdbc5acc456cb'}]","Fairfax, VA"
Missouri University of Science & Technology,6146,138,"In-state: $9,537 (2014-15) Out-state: $25,404 (2014-15)",/best-colleges/missouri-university-science-2517,http://colleges.usnews.rankingsandreviews.com/img/college-photo_6315._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_6315._130x0.jpg', 'path': 'full/ee9fbd146bac74af2b17b969a7b5003330bcfa54.jpg', 'checksum': '614e9c68db7634b2cd6d90832d08a138'}]","Rolla, MO"
Oregon State University,23161,138,"In-state: $8,276 (2014-15) Out-state: $23,540 (2014-15)",/best-colleges/oregon-state-3210,http://colleges.usnews.rankingsandreviews.com/img/college-photo_20198._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_20198._130x0.JPG', 'path': 'full/8530246f71ff869697b1b3b0b77483d1e18f8056.jpg', 'checksum': '9beba2e4805e7a43f40843eade5eb972'}]","Corvallis, OR"
Washington State University,23070,138,"In-state: $12,428 (2014-15) Out-state: $25,510 (2014-15)",/best-colleges/washington-state-3800,http://colleges.usnews.rankingsandreviews.com/img/college-photo_8117._130x0.JPG,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_8117._130x0.JPG', 'path': 'full/97739d2fe71545fd65ba12f571877c67db29a21c.jpg', 'checksum': '5719d7eca06c9eff7eb8a59168db04b3'}]","Pullman, WA"
Illinois State University,17749,142,"In-state: $12,830 (2014-15) Out-state: $20,420 (2014-15)",/best-colleges/illinois-state-university-1692,http://colleges.usnews.rankingsandreviews.com/img/college-photo_16342._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_16342._130x0.jpg', 'path': 'full/5f103bcf6edf7e7ea75096593e4c7ced2c767ab9.jpg', 'checksum': 'db4bf3cb1bd0830f680adedcfcbeab65'}]","Normal, IL"
Kansas State University,20169,142,"In-state: $9,034 (2014-15) Out-state: $22,624 (2014-15)",/best-colleges/ksu-1928,http://colleges.usnews.rankingsandreviews.com/img/college-photo_14242._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_14242._130x0.jpg', 'path': 'full/74d9b9f52d5c4e81c822eb15047cbe2dfd6056d6.jpg', 'checksum': 'd260a39fab5a9569c4d7b32990a29c7e'}]","Manhattan, KS"
St. John Fisher College,2959,142,"$29,550 (2014-15)",/best-colleges/st-john-fisher-college-2821,http://colleges.usnews.rankingsandreviews.com/img/college-photo_2050._130x0.jpg,"[{'url': 'http://colleges.usnews.rankingsandreviews.com/img/college-photo_2050._130x0.jpg', 'path': 'full/44f19804665e662e780befefab9e3b2d6a9360ec.jpg', 'checksum': 'a599f2a3d24eba365f0a0d2d75879c11'}]","Rochester, NY"
